ticket_id,ticket_text,Servicio,Categoria,Subcategoria
TKT-0808,Las alertas se disparan con frecuencia. ¿Cómo filtro?,Performance & Monitoring,Logs,Alertas de error
TKT-0809,Las alertas se disparan con frecuencia. ¿Cómo filtro?,Performance & Monitoring,Logs,Alertas de error
TKT-0810,Las notificaciones de Slack tienen formato incorrecto.,Performance & Monitoring,Alertas,Integración con Slack
TKT-0811,Los datos de gráficos no coinciden con los reportes.,Performance & Monitoring,Métricas,Gráficos de uso
TKT-0812,¿Cómo desactivo la renovación automática?,Billing & Account,Suscripción,Renovación automática
TKT-0813,Mi webhook no recibe notificaciones aunque está configurado.,API Management,Integración,Webhook
TKT-0814,Los backups no se pueden crear por falta de espacio.,Cloud Infrastructure,Almacenamiento,Capacidad de almacenamiento
TKT-0815,El percentil P99 de latencia es muy alto.,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0816,Quiero cambiar a un plan más barato. ¿Afecta mi servicio?,Billing & Account,Suscripción,Cambio de plan
TKT-0817,Error 500 con mensaje poco útil.,Soporte Técnico,Errores,Error 500
TKT-0818,Mi ciclo de facturación es confuso. ¿Cuándo se me cobra?,Billing & Account,Facturación,Ciclo de facturación
TKT-0819,Recibo error 500 intermitente.,Soporte Técnico,Errores,Error 500
TKT-0820,¿Cómo aplico un cupón retroactivamente?,Billing & Account,Facturación,Descuentos no aplicados
TKT-0821,Error 403 inconsistente en la misma solicitud.,Soporte Técnico,Errores,Error 403
TKT-0822,¿Cómo migro mi aplicación a una instancia diferente sin downtime?,Cloud Infrastructure,Instancias,Migración de servidor
TKT-0823,La migración falló a mitad del proceso. ¿Puedo revertir?,Cloud Infrastructure,Instancias,Migración de servidor
TKT-0824,El enlace de recuperación está roto.,Billing & Account,Acceso,Recuperación de contraseña
TKT-0825,¿Se eliminan mis datos después de cancelar?,Billing & Account,Suscripción,Cancelación de cuenta
TKT-0826,¿Cómo limpio datos obsoletos de la base de datos?,Soporte Técnico,Mantenimiento,Limpieza de base de datos
TKT-0827,¿Necesito token especial para integrar Slack?,Performance & Monitoring,Alertas,Integración con Slack
TKT-0828,¿Hay guía de migraciones de compatibilidad?,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0829,El servidor deja de responder a las 3 PM diariamente. Sospecho que es un problema de carga.,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0830,¿Cuál es la duración máxima de un JWT?,API Management,Autenticación,Token JWT
TKT-0831,¿Hay pre-aviso antes de parches críticos?,Soporte Técnico,Mantenimiento,Actualizaciones de parches
TKT-0832,¿Cómo implemento reintentos exponenciales para throttling?,API Management,Rate Limiting,Throttling
TKT-0833,Problema con DNS y dominios,Cloud Infrastructure,Redes,DNS y dominios
TKT-0834,¿Dónde puedo ver todas mis API keys activas?,API Management,Autenticación,API Keys
TKT-0835,¿Dónde puedo descargar logs en formato CSV?,Performance & Monitoring,Logs,Acceso a logs
TKT-0836,¿Cómo pruebo que mi webhook está funcionando?,API Management,Integración,Webhook
TKT-0837,¿Qué diferencia hay entre 403 y 401?,Soporte Técnico,Errores,Error 403
TKT-0838,¿Cuál es el proceso para apelar una suspensión?,Billing & Account,Acceso,Suspensión de cuenta
TKT-0839,Mi webhook no recibe notificaciones aunque está configurado.,API Management,Integración,Webhook
TKT-0840,¿Puedo enviar alertas a un canal específico?,Performance & Monitoring,Alertas,Integración con Slack
TKT-0841,¿Hay guía de troubleshooting?,Soporte Técnico,Instalación,Documentación incompleta
TKT-0842,Necesito refrescar tokens sin que expire la sesión.,API Management,Autenticación,Token JWT
TKT-0843,El enlace de recuperación está roto.,Billing & Account,Acceso,Recuperación de contraseña
TKT-0844,¿Cuál es el procedimiento para renovar credenciales vencidas?,API Management,Autenticación,Renovación de credenciales
TKT-0845,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0846,Necesito exportar logs en formato JSON.,Performance & Monitoring,Logs,Exportación de reportes
TKT-0847,¿Cómo configuro escalamiento de alertas?,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0848,Error en configuración inicial del SDK.,Soporte Técnico,Instalación,Configuración inicial
TKT-0849,¿Dónde veo el status actual del servicio?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0850,¿Cuál es el número máximo de alertas que puedo crear?,Performance & Monitoring,Alertas,Configuración de alertas
TKT-0851,¿Qué pasa si mi endpoint de webhook devuelve error?,API Management,Integración,Webhook
TKT-0852,¿Puedo crear filtros salvados?,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0853,¿Puedo revertir después de migrar?,Soporte Técnico,Mantenimiento,Migraciones
TKT-0854,¿Cuál es el procedimiento recomendado para reiniciar en producción?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0855,El servidor de desarrollo no funciona.,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0856,¿Puedo silenciar notificaciones en horarios específicos?,Performance & Monitoring,Alertas,Notificaciones
TKT-0857,¿Puedo obtener una factura detallada con breakdown por servicio?,Billing & Account,Facturación,Factura incorrecta
TKT-0858,¿Cómo calculo si voy a superar el límite de rate?,API Management,Rate Limiting,Límites de rate
TKT-0859,Latencia muy alta en las consultas a base de datos. ¿Dónde está el cuello de botella?,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0860,2FA está retrasando demasiado el login.,Billing & Account,Acceso,Dos factores
TKT-0861,¿Dónde veo el status actual del servicio?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0862,Solicité cancelación pero aún me está cobrando.,Billing & Account,Suscripción,Cancelación de cuenta
TKT-0863,¿Cuál es la política de reembolsos?,Billing & Account,Facturación,Reembolsos
TKT-0864,Los ejemplos de código no funcionan como están.,Soporte Técnico,Instalación,Documentación incompleta
TKT-0865,¿Dónde puedo ver todas mis API keys activas?,API Management,Autenticación,API Keys
TKT-0866,Error al validar JWT: 'firma inválida'.,API Management,Autenticación,Token JWT
TKT-0867,¿Cómo migro a la nueva versión de la plataforma?,Soporte Técnico,Mantenimiento,Migraciones
TKT-0868,¿Cómo simulo errores en desarrollo?,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0869,¿Qué causa error 500 en esta API?,Soporte Técnico,Errores,Error 500
TKT-0870,¿Con qué anticipación debo renovar antes de la expiración?,API Management,Autenticación,Renovación de credenciales
TKT-0871,Cambié de email pero sigo recibiendo notificaciones en el viejo.,Billing & Account,Acceso,Cambio de correo
TKT-0872,¿Cuándo son las ventanas de mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0873,¿Cómo simulo errores en desarrollo?,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0874,¿Puedo enviar alertas a un canal específico?,Performance & Monitoring,Alertas,Integración con Slack
TKT-0875,Problema con Latencia de red,Cloud Infrastructure,Redes,Latencia de red
TKT-0876,¿Por qué no aparece el descuento en mi factura?,Billing & Account,Facturación,Descuentos no aplicados
TKT-0877,¿Cómo configuro escalamiento de alertas?,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0878,¿Cómo cambio de plan desde el dashboard?,Billing & Account,Suscripción,Cambio de plan
TKT-0879,¿Cuánto tarda en procesarse un reembolso?,Billing & Account,Facturación,Reembolsos
TKT-0880,¿Ya está reportado este bug?,Soporte Técnico,Errores,Bug en feature
TKT-0881,2FA está retrasando demasiado el login.,Billing & Account,Acceso,Dos factores
TKT-0882,¿Hay timeline de deprecación de features?,API Management,Integración,Deprecación de endpoints
TKT-0883,Conflicto de dependencias con mi proyecto.,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0884,Mi versión de librería no es compatible.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0885,Necesito un límite más alto de requests/segundo.,API Management,Rate Limiting,Límites de rate
TKT-0886,Recibí cobro de renovación antes de la fecha esperada.,Billing & Account,Suscripción,Renovación automática
TKT-0887,¿Dónde está el cuello de botella en latencia?,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0888,¿Cuáles son los métodos de pago disponibles?,Billing & Account,Facturación,Métodos de pago
TKT-0889,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0890,Problema con Latencia de red,Cloud Infrastructure,Redes,Latencia de red
TKT-0891,¿Dónde veo la fecha de próxima renovación?,Billing & Account,Suscripción,Renovación automática
TKT-0892,¿A quién se escala si no responde el equipo?,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0893,No puedo crear una nueva instancia de servidor. Me aparece error de permisos al intentar provisionar desde el dashboard.,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0894,El scaling down es muy agresivo y causa caídas de servicio.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0895,"Necesito reembolso parcial, ¿es posible?",Billing & Account,Facturación,Reembolsos
TKT-0896,El dashboard de uso muestra números inconsistentes.,API Management,Rate Limiting,Monitoreo de uso
TKT-0897,¿Cuál es la diferencia entre planes: starter vs professional?,Billing & Account,Suscripción,Upgrades y downgrades
TKT-0898,Pip install falla con error de compilación.,Soporte Técnico,Instalación,Instalación de SDK
TKT-0899,El backup falló. No me muestra si fue completado.,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0900,Necesito un límite más alto de requests/segundo.,API Management,Rate Limiting,Límites de rate
TKT-0901,¿Cómo migro mi aplicación a una instancia diferente sin downtime?,Cloud Infrastructure,Instancias,Migración de servidor
TKT-0902,¿Ya está reportado este bug?,Soporte Técnico,Errores,Bug en feature
TKT-0903,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0904,¿Cómo ajusto el umbral de una alerta?,Performance & Monitoring,Alertas,Umbrales de disparo
TKT-0905,¿Cuánto tiempo tarda en procesarse una solicitud de excepción?,API Management,Rate Limiting,Excepciones temporales
TKT-0906,Los permisos de usuario no se aplican correctamente.,Billing & Account,Acceso,Permisos de usuario
TKT-0907,Los ejemplos de código no funcionan como están.,Soporte Técnico,Instalación,Documentación incompleta
TKT-0908,Necesito cambiar el correo asociado a mi cuenta.,Billing & Account,Acceso,Cambio de correo
TKT-0909,La excepción temporal que solicité no fue aprobada.,API Management,Rate Limiting,Excepciones temporales
TKT-0910,"El throttling es impredecible, a veces bloquea, a veces no.",API Management,Rate Limiting,Throttling
TKT-0911,¿Dónde veo el status actual del servicio?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0912,¿Cómo limpio datos obsoletos de la base de datos?,Soporte Técnico,Mantenimiento,Limpieza de base de datos
TKT-0913,Migración completada pero el servicio sigue apuntando al servidor viejo.,Cloud Infrastructure,Instancias,Migración de servidor
TKT-0914,Limpieza de base de datos dejó inconsistencias.,Soporte Técnico,Mantenimiento,Limpieza de base de datos
TKT-0915,Necesito un servidor con mayor capacidad. ¿Cuál es el proceso para provisionar una instancia más grande?,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0916,La excepción temporal que solicité no fue aprobada.,API Management,Rate Limiting,Excepciones temporales
TKT-0917,¿Cómo implemento reintentos exponenciales para throttling?,API Management,Rate Limiting,Throttling
TKT-0918,¿Puedo cambiar la política de retención?,Performance & Monitoring,Logs,Retención de datos
TKT-0919,El nuevo email ya está registrado en otra cuenta.,Billing & Account,Acceso,Cambio de correo
TKT-0920,Throttling está afectando mi aplicación en producción.,API Management,Rate Limiting,Throttling
TKT-0921,No puedo crear una nueva instancia de servidor. Me aparece error de permisos al intentar provisionar desde el dashboard.,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0922,El flujo OAuth no redirige correctamente al callback.,API Management,Autenticación,OAuth 2.0
TKT-0923,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0924,El proceso de eliminación está tardando demasiado.,Cloud Infrastructure,Almacenamiento,Eliminación de datos
TKT-0925,¿Cuál es el procedimiento recomendado para reiniciar en producción?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0926,El scaling down es muy agresivo y causa caídas de servicio.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0927,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0928,El histórico de disponibilidad no es exacto.,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0929,Pagué a mitad de mes y me cobran el ciclo completo.,Billing & Account,Facturación,Ciclo de facturación
TKT-0930,¿Qué diferencia hay entre 403 y 401?,Soporte Técnico,Errores,Error 403
TKT-0931,Actualicé la librería y rompió mi código.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0932,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0933,Timeout aleatorio sin patrón aparente.,Soporte Técnico,Errores,Timeout de conexión
TKT-0934,Actualicé la librería y rompió mi código.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0935,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0936,¿Cuál es el procedimiento recomendado para reiniciar en producción?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0937,Compré un plan anual pero no veo descuento aplicado.,Billing & Account,Facturación,Descuentos no aplicados
TKT-0938,¿Cómo configuro el entorno para desarrollo local?,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0939,¿Necesito verificar el nuevo email?,Billing & Account,Acceso,Cambio de correo
TKT-0940,¿Cuánto tiempo se conservan los logs?,Performance & Monitoring,Logs,Retención de datos
TKT-0941,Los ejemplos de código no funcionan como están.,Soporte Técnico,Instalación,Documentación incompleta
TKT-0942,¿Cómo ajusto el umbral de una alerta?,Performance & Monitoring,Alertas,Umbrales de disparo
TKT-0943,¿Con qué frecuencia se hacen backups automáticos?,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0944,La severidad de la alerta está mal clasificada.,Performance & Monitoring,Logs,Alertas de error
TKT-0945,¿Cómo renuevo un certificado SSL expirado?,API Management,Autenticación,Certificados SSL
TKT-0946,Recibí cobro de renovación antes de la fecha esperada.,Billing & Account,Suscripción,Renovación automática
TKT-0947,¿Hay SDK para Go?,Soporte Técnico,Instalación,Instalación de SDK
TKT-0948,¿Cuánto dura un downtime típico?,Soporte Técnico,Mantenimiento,Downtime planificado
TKT-0949,Latencia muy alta en las consultas a base de datos. ¿Dónde está el cuello de botella?,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0950,La alerta no escala cuando el ingeniero no responde.,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0951,Recibo 403 Forbidden aunque tengo permisos.,Soporte Técnico,Errores,Error 403
TKT-0952,El percentil P99 de latencia es muy alto.,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0953,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0954,Los datos de gráficos no coinciden con los reportes.,Performance & Monitoring,Métricas,Gráficos de uso
TKT-0955,¿Puedo cambiar la fecha de facturación?,Billing & Account,Facturación,Ciclo de facturación
TKT-0956,¿Cuáles son los umbrales normales de CPU/memoria?,Performance & Monitoring,Métricas,CPU y memoria
TKT-0957,La alerta que creé no se está disparando.,Performance & Monitoring,Alertas,Configuración de alertas
TKT-0958,¿Cuál es el endpoint recomendado para reemplazar este?,API Management,Integración,Deprecación de endpoints
TKT-0959,¿Cuánto tarda el enlace de recuperación en expirar?,Billing & Account,Acceso,Recuperación de contraseña
TKT-0960,La documentación no menciona este parámetro.,Soporte Técnico,Instalación,Documentación incompleta
TKT-0961,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0962,¿Hay costo adicional por retención extendida?,Performance & Monitoring,Logs,Retención de datos
TKT-0963,Actualicé la librería y rompió mi código.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0964,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0965,¿Cuál es el costo de la escalabilidad automática?,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0966,¿Puedo obtener una factura detallada con breakdown por servicio?,Billing & Account,Facturación,Factura incorrecta
TKT-0967,¿Cómo sabré cuándo expira mi excepción temporal?,API Management,Rate Limiting,Excepciones temporales
TKT-0968,La integración con Slack deja de funcionar ocasionalmente.,Performance & Monitoring,Alertas,Integración con Slack
TKT-0969,Picos de CPU pero no veo qué proceso los causa.,Performance & Monitoring,Métricas,CPU y memoria
TKT-0970,Disponibilidad por debajo del SLA. ¿Compensación?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0971,¿Cómo configuro el auto-scaling para que agregue más servidores?,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0972,¿Cómo ajusto el umbral de una alerta?,Performance & Monitoring,Alertas,Umbrales de disparo
TKT-0973,Los permisos de OAuth no están reflejando lo que solicité.,API Management,Autenticación,OAuth 2.0
TKT-0974,¿Cuánto dura un downtime típico?,Soporte Técnico,Mantenimiento,Downtime planificado
TKT-0975,¿Hay guía paso a paso de migración?,Soporte Técnico,Mantenimiento,Migraciones
TKT-0976,La factura no coincide con el desglose de uso.,Billing & Account,Facturación,Factura incorrecta
TKT-0977,Los logs más antiguos no están disponibles.,Performance & Monitoring,Logs,Acceso a logs
TKT-0978,¿Cuál es la diferencia entre client credentials y authorization code?,API Management,Autenticación,OAuth 2.0
TKT-0979,¿Cómo genero un reporte de uso mensual?,Performance & Monitoring,Logs,Exportación de reportes
TKT-0980,¿Dónde puedo ver mi uso actual vs cuota?,API Management,Rate Limiting,Cuotas de API
TKT-0981,Los ejemplos de código no funcionan como están.,Soporte Técnico,Instalación,Documentación incompleta
TKT-0982,"El throttling es impredecible, a veces bloquea, a veces no.",API Management,Rate Limiting,Throttling
TKT-0983,¿Puedo combinar múltiples códigos de promoción?,Billing & Account,Suscripción,Promociones
TKT-0984,¿Cómo migro a la nueva versión de la plataforma?,Soporte Técnico,Mantenimiento,Migraciones
TKT-0985,Problema con Latencia de red,Cloud Infrastructure,Redes,Latencia de red
TKT-0986,¿Cuáles son los requisitos mínimos de compatibilidad?,API Management,Integración,Compatibilidad
TKT-0987,Problema con DNS y dominios,Cloud Infrastructure,Redes,DNS y dominios
TKT-0988,¿Puedo cambiar de plan a mitad del ciclo?,Billing & Account,Suscripción,Cambio de plan
TKT-0989,Hay cargos duplicados en mi factura.,Billing & Account,Facturación,Factura incorrecta
TKT-0990,Cambié de email pero sigo recibiendo notificaciones en el viejo.,Billing & Account,Acceso,Cambio de correo
TKT-0991,¿A quién se escala si no responde el equipo?,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0992,Pip install falla con error de compilación.,Soporte Técnico,Instalación,Instalación de SDK
TKT-0993,El código de descuento que usé no funcionó.,Billing & Account,Facturación,Descuentos no aplicados
TKT-0994,¿Cómo configuro el entorno para desarrollo local?,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0995,Hice reset de contraseña pero no puedo acceder.,Billing & Account,Acceso,Recuperación de contraseña
TKT-0996,¿Puedo exportar comparativas en gráfico?,Performance & Monitoring,Métricas,Comparativa de periodos
TKT-0997,El servidor deja de responder a las 3 PM diariamente. Sospecho que es un problema de carga.,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0998,¿Cuáles son las versiones mínimas de dependencias?,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0999,Superar la cuota causa que la API retorne errores.,API Management,Rate Limiting,Cuotas de API
TKT-1000,Pago rechazado y fui cobrado igual. ¿Puedo obtener reembolso?,Billing & Account,Facturación,Reembolsos
